catalogue	Taxo_level	species	genus	family	order	class	phylum	superkingdom	knowledge	
msp_1596	gut	species	Parolsenella catena	Parolsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_1597	gut	genus	unclassified Bacilli RF39 CAG-1000 CAG-628	Bacilli RF39 CAG-1000 CAG-628	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1598	gut	family	unclassified Clostridiales 1i	unclassified Clostridiales 1i	Clostridiales 1i	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1599	gut	species	Streptococcus koreensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1600	gut	genus	unclassified Porphyromonas	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1601	gut	genus	unclassified Clostridium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1604	gut	genus	unclassified Tyzzerella	Tyzzerella	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1605	gut	order	unclassified Oscillospirales	unclassified Oscillospirales	unclassified Oscillospirales	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1606c	gut	species	Olsenella sp. KH3B4	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1607c	gut	genus	unclassified Olsenella	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1608c	gut	species	[Clostridium] sp. 2789STDY5608831	unclassified Lachnospiraceae H	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1609c	gut	family	unclassified Oscillospirales 2	unclassified Oscillospirales 2	Oscillospirales 2	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1610	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1611	gut	family	unclassified Ruminococcaceae	unclassified Ruminococcaceae	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1612	gut	family	unclassified Clostridiales 2e	unclassified Clostridiales 2e	Clostridiales 2e	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1613	gut	genus	unclassified Anaerovibrio	Anaerovibrio	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_1614	gut	genus	unclassified Lachnospiraceae C EuR	Lachnospiraceae C EuR	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1616	gut	family	unclassified Clostridiales 1i	unclassified Clostridiales 1i	Clostridiales 1i	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1617	gut	genus	unclassified Mediterraneibacter	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1618	gut	species	Alistipes megaguti	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1621	gut	order	unclassified Monoglobales 1	unclassified Monoglobales 1	unclassified Monoglobales 1	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_1622	gut	species	[Clostridium] sp. 2789STDY5608793	Lachnoclostridium 2	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1623	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1624	gut	genus	unclassified Blautia	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1625	gut	family	unclassified Bacilli ML615J-28 CAG-313	unclassified Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28	Bacilli	Firmicutes	Bacteria	unknown
msp_1626	gut	genus	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1627	gut	genus	unclassified Gordonibacter	Gordonibacter	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1628	gut	species	[Lachnoclostridium] sp. An118	unclassified Lachnospiraceae J	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1629	gut	family	unclassified Monoglobaceae	unclassified Monoglobaceae	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_1631	gut	species	Oxalobacter formigenes 2	Oxalobacter	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1632	gut	genus	unclassified Odoribacter	Odoribacter	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1633	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1634	gut	species	Slackia piriformis	Slackia	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_1635	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1636	gut	genus	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1637	gut	genus	unclassified Acutalibacter	Acutalibacter	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1638	gut	genus	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1639	gut	species	Desulfovibrio sp. An276	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_1640	gut	species	[Alistipes] sp. CAG:831	Rikenellaceae 2 CAG-831	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1641	gut	genus	unclassified Lachnospiraceae K UBA7182	Lachnospiraceae K UBA7182	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1643c	gut	species	[Ruminococcus] sp. JC304	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1644	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1646	gut	genus	unclassified Alphaproteobacteria RF32 CAG-977 UBA11549	Alphaproteobacteria RF32 CAG-977 UBA11549	Alphaproteobacteria RF32 CAG-977	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1647	gut	genus	unclassified_Erysipelatoclostridium	Erysipelatoclostridium	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_1648	gut	species	Peptoniphilus senegalensis	Peptoniphilus	Peptoniphilaceae	Tissierellales	Clostridia	Firmicutes	Bacteria	known
msp_1649	gut	species	[Clostridiales] bacterium UBA1390	unclassified Lachnospirales	unclassified Lachnospirales	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1650	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1652	gut	genus	unclassified Intestinimonas	Intestinimonas	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1653	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1654	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1655c	gut	species	Desulfovibrio desulfuricans	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	known
msp_1656	gut	genus	unclassified Sellimonas	Sellimonas	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1657	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1659c	gut	class	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	unclassified Clostridia	Clostridia	Firmicutes	Bacteria	unknown
msp_1660	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1661	gut	order	unclassified Acholeplasmatales	unclassified Acholeplasmatales	unclassified Acholeplasmatales	Acholeplasmatales	Bacilli	Firmicutes	Bacteria	unknown
msp_1662	gut	genus	unclassified Lachnospiraceae B EuG	Lachnospiraceae B EuG	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1663	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1664	gut	genus	unclassified Phocea	Phocea	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1665	gut	genus	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1667	gut	family	unclassified Christensenellales UBA7102	unclassified Christensenellales UBA7102	Christensenellales UBA7102	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1668	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1669	gut	family	unclassified Oscillospirales 2	unclassified Oscillospirales 2	Oscillospirales 2	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1670	gut	family	unclassified Bacilli RFN20 CAG-631	unclassified Bacilli RFN20 CAG-631	Bacilli RFN20 CAG-631	Bacilli RFN20	Bacilli	Firmicutes	Bacteria	unknown
msp_1671c	gut	species	Neglecta timonensis	Acutalibacter	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_1672	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1673	gut	genus	unclassified Lachnoclostridium 2	Lachnoclostridium 2	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1674	gut	family	unclassified Oscillospirales 3	unclassified Oscillospirales 3	Oscillospirales 3	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1675	gut	family	unclassified Clostridiales 2e	unclassified Clostridiales 2e	Clostridiales 2e	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1676	gut	family	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1677	gut	genus	unclassified Clostridium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1678	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1679	gut	genus	unclassified Niameybacter	Niameybacter	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1680	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1682c	gut	species	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_1683	gut	family	unclassified Bacilli RFN20 CAG-631	unclassified Bacilli RFN20 CAG-631	Bacilli RFN20 CAG-631	Bacilli RFN20	Bacilli	Firmicutes	Bacteria	unknown
msp_1684	gut	species	[Faecalicatena] contorta	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_1686	gut	species	Clostridiales bacterium UBA4698	unclassified Clostridiales 2k	Clostridiales 2k	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1687	gut	family	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1688	gut	genus	unclassified Lachnospiraceae K CAG-56	Lachnospiraceae K CAG-56	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1689	gut	family	unclassified Anaerovoracaceae	unclassified Anaerovoracaceae	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_1690	gut	family	unclassified Opitutales CAG-312	unclassified Opitutales CAG-312	Opitutales CAG-312	Opitutales	Verrucomicrobiae	Verrucomicrobiota	Bacteria	unknown
msp_1691	gut	genus	unclassified Phascolarctobacterium	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_1692	gut	genus	unclassified Muribaculaceae UBA7173	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1693	gut	family	unclassified Peptococcaceae	unclassified Peptococcaceae	Peptococcaceae	Peptococcales	Peptococcia	Firmicutes	Bacteria	unknown
msp_1695	gut	family	unclassified Clostridiales 2h	unclassified Clostridiales 2h	Clostridiales 2h	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1696c	gut	species	Desulfovibrio desulfuricans 2	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_1697	gut	species	Enterococcus avium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1698	gut	species	[Lachnoclostridium] sp. An14	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1699	gut	genus	unclassified Oscillospirales 4 UBA1777	Oscillospirales 4 UBA1777	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1700	gut	genus	unclassified Absiella-Longicatena	Absiella-Longicatena	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_1701c	gut	species	Olsenella mediterranea	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_1703	gut	genus	unclassified Lawsonibacter	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1704c	gut	species	Enterococcus asini	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1705	gut	family	unclassified Oscillospirales 2	unclassified Oscillospirales 2	Oscillospirales 2	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1706	gut	genus	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1707	gut	genus	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1708	gut	order	unclassified Lachnospirales	unclassified Lachnospirales	unclassified Lachnospirales	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1709	gut	family	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1710	gut	family	unclassified Clostridiales 1i	unclassified Clostridiales 1i	Clostridiales 1i	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1711	gut	genus	unclassified Lachnospiraceae C EuR	Lachnospiraceae C EuR	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1712	gut	family	unclassified Monoglobaceae	unclassified Monoglobaceae	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_1713	gut	family	unclassified Anaerotignaceae	unclassified Anaerotignaceae	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1714	gut	species	Cloacibacillus evryensis	Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	known
msp_1715	gut	genus	unclassified Gemmiger	Gemmiger	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1716	gut	genus	unclassified Agathobacter	Agathobacter	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1717	gut	order	unclassified Clostridiales 2	unclassified Clostridiales 2	unclassified Clostridiales 2	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1718	gut	genus	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1719	gut	order	unclassified Gastranaerophilales	unclassified Gastranaerophilales	unclassified Gastranaerophilales	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_1720	gut	genus	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1721	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1723	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1724	gut	species	Phocea massiliensis	Phocea	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_1725	gut	genus	unclassified Blautia	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1726	gut	family	unclassified Clostridiales 2b	unclassified Clostridiales 2b	Clostridiales 2b	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1727	gut	genus	unclassified Alistipes	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1728	gut	genus	unclassified Duodenibacillus	Duodenibacillus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1729	gut	genus	unclassified Lawsonibacter	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1731	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1732	gut	genus	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1733	gut	genus	unclassified Bacilli RF39 CAG-1000 CAG-460	Bacilli RF39 CAG-1000 CAG-460	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1735	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1737	gut	species	Bacteroides stercorirosoris	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1738	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1739	gut	family	unclassified Clostridiales 2d	unclassified Clostridiales 2d	Clostridiales 2d	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1740	gut	genus	unclassified Lachnospiraceae B TF01-11	Lachnospiraceae B TF01-11	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1741	gut	genus	unclassified Bacilli RF39 CAG-1000 CAG-1000	Bacilli RF39 CAG-1000 CAG-1000	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1742	gut	genus	unclassified Bacilli RF39 CAG-822 UBA3631	Bacilli RF39 CAG-822 UBA3631	Bacilli RF39 CAG-822	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1743	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1744	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1745	gut	species	Candidatus Melainabacteria bacterium js4906-23-3_S14_33_15	Gastranaerophilaceae Zag111	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_1746	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1747	gut	species	[Faecalicatena] fissicatena	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_1748	gut & oral	species	Streptococcus gordonii	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1749	gut	family	unclassified Clostridiales 1a	unclassified Clostridiales 1a	Clostridiales 1a	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1750	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1751	gut	genus	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1754	gut	species	[Raoultella] ornithinolytica	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
