,count,sample,catalogue,Taxo_level,species,genus,family,order,class,phylum,superkingdom,knowledge
391,2,msp_0413,gut,genus,unclassified Phascolarctobacterium,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,unknown
458,2,msp_0485,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1509,2,msp_1906,gut,genus,unclassified Anaerostipes,Anaerostipes,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
895,2,msp_0980,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1513,2,msp_1911,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1031,2,msp_1157,gut,genus,unclassified Bacilli RF39 CAG-611 CAG-451,Bacilli RF39 CAG-611 CAG-451,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
509,2,msp_0540,gut,species,[Clostridium] sp. CAG:448,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1029,2,msp_1154,gut,species,uncultured bacterium RUG841,Gastranaerophilaceae RUG841,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
1523,2,msp_1932,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1028,2,msp_1153,gut,species,Dialister sp. UBA1703,Dialister,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
1525,2,msp_1934,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1531,2,msp_1942,gut,species,[Clostridium] hiranonis,unclassified Peptostreptococcaceae,Peptostreptococcaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,known
675,2,msp_0724,gut,genus,unclassified Duodenibacillus,Duodenibacillus,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
1023,2,msp_1146,gut,family,unclassified Clostridiales 1c,unclassified Clostridiales 1c,Clostridiales 1c,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1538,2,msp_1967,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1539,2,msp_1968,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1022,2,msp_1144c,gut,species,Bacteroidales bacterium M7,Muribaculaceae K10,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1542,2,msp_1976,gut,genus,unclassified Murimonas,Murimonas,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
735,2,msp_0789,gut,species,Prevotella sp. CAG:1185,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1548,2,msp_1988,gut,genus,unclassified Paramuribaculum,Paramuribaculum,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1198,2,msp_1373,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1555,2,msp_2028,gut,species,[Ruminococcaceae] bacterium UBA1691,Acutalibacteraceae 1 UBA1691,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1558,2,msp_2050,gut,family,unclassified Anaerovoracaceae,unclassified Anaerovoracaceae,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
761,2,msp_0816c,gut,genus,unclassified Eisenbergiella,Eisenbergiella,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1494,2,msp_1873,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1491,2,msp_1869,gut,genus,unclassified_Holdemanella,Holdemanella,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
629,2,msp_0672,gut,family,unclassified Opitutales CAG-312,unclassified Opitutales CAG-312,Opitutales CAG-312,Opitutales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,unknown
1236,2,msp_1427,gut,genus,unclassified Bacilli RF39 CAG-611 UBA7057,Bacilli RF39 CAG-611 UBA7057,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1391,2,msp_1672,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
368,2,msp_0390,gut,species,Bacteroides sp. CAG:1076,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1395,2,msp_1676,gut,family,unclassified Clostridiales 1e,unclassified Clostridiales 1e,Clostridiales 1e,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
729,2,msp_0783,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1090,2,msp_1233,gut,genus,unclassified Bacilli RF39 CAG-1000 CAG-776,Bacilli RF39 CAG-1000 CAG-776,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1414,2,msp_1703,gut,genus,unclassified Lawsonibacter,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1417,2,msp_1706,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
1086,2,msp_1228,gut,family,unclassified Clostridiales 1c,unclassified Clostridiales 1c,Clostridiales 1c,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1427,2,msp_1717,gut,order,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1083,2,msp_1222,gut & oral,species,Limosilactobacillus vaginalis,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
821,2,msp_0889,gut,genus,unclassified Phascolarctobacterium,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,unknown
1078,2,msp_1217,gut,species,Eggerthella sp. CAG:1427,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1443,2,msp_1750,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1454,2,msp_1772c,gut,species,Clostridium neonatale,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
1049,2,msp_1181,gut,family,unclassified Clostridiales 2b,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1456,2,msp_1774,gut,family,unclassified Clostridiales 1b,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1068,2,msp_1203,gut,family,unclassified Clostridiales 2j,unclassified Clostridiales 2j,Clostridiales 2j,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1067,2,msp_1202,gut,genus,unclassified Mediterraneibacter,Mediterraneibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1064,2,msp_1198,gut,species,[Clostridium] sp. CAG:575,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1466,2,msp_1817,gut,order,unclassified Monoglobales 1,unclassified Monoglobales 1,unclassified Monoglobales 1,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
730,2,msp_0784,gut,genus,unclassified Acutalibacteraceae 1,Acutalibacteraceae 1,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1060,2,msp_1194,gut,genus,unclassified Hungatella,Hungatella,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1210,2,msp_1389,gut,family,unclassified Bacilli RFN20 CAG-449,unclassified Bacilli RFN20 CAG-449,Bacilli RFN20 CAG-449,Bacilli RFN20,Bacilli,Firmicutes,Bacteria,unknown
1478,2,msp_1836,gut,genus,unclassified Muribaculaceae CAG-873,Muribaculaceae CAG-873,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
575,2,msp_0614,gut,genus,unclassified Muribaculaceae UBA7173,Muribaculaceae UBA7173,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1054,2,msp_1186,gut,species,[Corallococcus] sp. CAG:1435,unclassified Clostridiales 1d,Clostridiales 1d,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1484,2,msp_1849,gut,species,Candidatus Melainabacteria bacterium js4906-25-3_S22_33_82,Gastranaerophilaceae UBA6984,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
1051,2,msp_1183,gut,genus,unclassified Lachnoclostridium,Lachnoclostridium,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1573,2,msp_2165,gut,genus,unclassified Merdimonas-Mordavella,Merdimonas-Mordavella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
486,2,msp_0514,gut,genus,unclassified Lachnospiraceae CAG-510,Lachnospiraceae CAG-510,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
524,2,msp_0557,gut,genus,unclassified Akkermansia,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,unknown
1698,2,msp_2779,oral,species,[Gardnerella] vaginalis,Bifidobacterium,Bifidobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
958,2,msp_1057c,gut & oral,species,Peptoniphilus lacrimalis,Peptoniphilus,Peptoniphilaceae,Tissierellales,Clostridia,Firmicutes,Bacteria,known
1668,2,msp_2493,oral,genus,unclassified Leptotrichia,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,unknown
1216,2,msp_1401c,gut,genus,unclassified Olsenella,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
953,2,msp_1052,gut,species,Bacteroidales bacterium 52_46,Muribaculaceae UBA7173,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1205,2,msp_1383c,gut,genus,unclassified Lachnoclostridium,Lachnoclostridium,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1677,2,msp_2542,oral,species,Streptococcus downei,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
544,2,msp_0577,gut,species,[Clostridium] sp. CAG:1013,Acutalibacter,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1214,2,msp_1399,gut,genus,unclassified Lawsonibacter,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
948,2,msp_1045,gut,species,Prevotella sp. CAG:1320,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
944,2,msp_1041,gut,genus,unclassified Blautia,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
913,2,msp_1002,gut,genus,unclassified Acutalibacteraceae 2 CAG-528,Acutalibacteraceae 2 CAG-528,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1693,2,msp_2688,oral,genus,unclassified Parvimonas,Parvimonas,Helcococcaceae-Ezakiellaceae,Tissierellales,Clostridia,Firmicutes,Bacteria,unknown
940,2,msp_1036,gut,genus,unclassified Dialister,Dialister,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
1703,2,msp_2828,oral,species,Atopobium minutum,Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
1102,2,msp_1246,gut,family,unclassified Clostridiales 1i,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1705,2,msp_2833,oral,species,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,known
1707,2,msp_2838,oral,species,Campylobacter ureolyticus,Campylobacter,Campylobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,Bacteria,known
1708,2,msp_2844,oral,species,Cronobacter sakazakii,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1709,2,msp_2848,oral,species,Finegoldia magna,Finegoldia,Helcococcaceae-Ezakiellaceae,Tissierellales,Clostridia,Firmicutes,Bacteria,known
1710,2,msp_2850,oral,species,[Gardnerella] vaginalis 2,Bifidobacterium,Bifidobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
1714,2,msp_2859,oral,species,Lactobacillus iners,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
434,2,msp_0459,gut,genus,unclassified Roseburia,Roseburia,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
784,2,msp_0843,gut,species,Weissella confusa,Weissella,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
927,2,msp_1018,gut,species,Methanomethylophilus alvus / Methanoculleus sp. CAG:1088,Methanomethylophilus,Methanomethylophilaceae,Methanomassiliicoccales,Thermoplasmata,Thermoplasmatota,Archaea,known
1206,2,msp_1384,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1730,2,msp_2925,oral,species,Fusobacterium hwasookii,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,known
566,2,msp_0601c,gut,species,Anaerofustis stercorihominis,Anaerofustis,Anaerofustaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria,known
757,2,msp_0812,gut,genus,unclassified Mediterraneibacter,Mediterraneibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1666,2,msp_2481,oral,species,Selenomonas sp. oral taxon 126,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,unknown
538,2,msp_0571,gut,genus,unclassified Acutalibacteraceae 3 CAG-581,Acutalibacteraceae 3 CAG-581,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1661,2,msp_2433,oral,species,Porphyromonas gingivalis,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1659,2,msp_2424,oral,species,Lactiplantibacillus plantarum,Lactiplantibacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1000,2,msp_1115,gut,family,unclassified Clostridiales 1i,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
113,2,msp_0120,gut,genus,unclassified Victivallis,Victivallis,Victivallaceae,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
1593,2,msp_1034,gut & oral,species,Anaeroglobus geminatus,Anaeroglobus,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
112,2,msp_0119,gut,family,unclassified Massilibacillaceae,unclassified Massilibacillaceae,Massilibacillaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,unknown
772,2,msp_0830,gut,genus,unclassified Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239,Alphaproteobacteria RF32,Alphaproteobacteria,Proteobacteria,Bacteria,unknown
663,2,msp_0708,gut,species,[Ruminococcus] sp. CAG:563,Acutalibacteraceae 1 CAG-488,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
991,2,msp_1096,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
990,2,msp_1095,gut,family,unclassified Gastranaerophilaceae,unclassified Gastranaerophilaceae,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
1609,2,msp_1801,gut & oral,species,Haemophilus parahaemolyticus,Haemophilus,Pasteurellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
410,2,msp_0434,gut,genus,unclassified Ruminococcus 2,Ruminococcus 2,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1620,2,msp_2249,oral,species,Actinomyces graevenitzii,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
979,2,msp_1082,gut,family,unclassified Clostridiales 1i,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
93,2,msp_0099,gut,species,Lentisphaeria bacterium UBA1829,unclassified Victivallales UBA1829,Victivallales UBA1829,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
414,2,msp_0438,gut,species,Bacteroides sp. UBA7116 & UBA7052,Bacteroides 3,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1629,2,msp_2279,oral,species,Actinomyces sp. oral taxon 170,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
972,2,msp_1074,gut,family,unclassified Clostridiales 1f,unclassified Clostridiales 1f,Clostridiales 1f,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1636,2,msp_2302,oral,species,Streptococcus cristatus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
971,2,msp_1072,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1639,2,msp_2312,oral,genus,unclassified Solobacterium,Solobacterium,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
1641,2,msp_2322,oral,family,unclassified Saccharimonadaceae,unclassified Saccharimonadaceae,Saccharimonadaceae,Saccharimonadales,Saccharimonadia,Patescibacteria,Bacteria,unknown
909,2,msp_0995,gut,genus,unclassified Oribacterium,Oribacterium,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1647,2,msp_2368,oral,genus,unclassified Parvimonas,Parvimonas,Helcococcaceae-Ezakiellaceae,Tissierellales,Clostridia,Firmicutes,Bacteria,unknown
963,2,msp_1064,gut,genus,unclassified Dialisteraceae UBA1822,Dialisteraceae UBA1822,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
1650,2,msp_2375,oral,species,Abiotrophia defectiva,Abiotrophia,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1652,2,msp_2391,oral,species,Eubacterium infirmum,Eubacterium 2,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,known
962,2,msp_1063c,gut,species,Peptostreptococcus sp. MV1,Peptostreptococcus,Peptostreptococcaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
960,2,msp_1061c,gut,family,unclassified Monoglobales UBA1381,unclassified Monoglobales UBA1381,Monoglobales UBA1381,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
832,2,msp_0901,gut,genus,unclassified Blautia,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1474,2,msp_1831,gut,genus,unclassified Lachnospira,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
330,2,msp_0349,gut,species,Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
720,2,msp_0774,gut,species,Prevotella sp. CAG:1058,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
690,2,msp_0743,gut,genus,unclassified Rikenellaceae 2 UBA1232,Rikenellaceae 2 UBA1232,Rikenellaceae 2,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
467,2,msp_0495,gut,genus,unclassified Paraprevotella,Paraprevotella,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1127,2,msp_1275,gut,species,[Clostridium] sp. CAG:594,Bacilli RF39 CAG-433 CAG-494,Bacilli RF39 CAG-433,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1282,2,msp_1503c,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
864,2,msp_0939,gut,family,unclassified Monoglobaceae,unclassified Monoglobaceae,Monoglobaceae,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
1368,2,msp_1638,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1280,2,msp_1501,gut,family,unclassified Anaerotignaceae CAG-274,Anaerotignaceae CAG-274,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
724,2,msp_0778,gut,genus,unclassified Faecalibacterium,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1134,2,msp_1284,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1279,2,msp_1499,gut,genus,unclassified Coprococcus B,Coprococcus B,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1278,2,msp_1496,gut,species,Ruminococcaceae bacterium UBA1375,Massilioclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1145,2,msp_1297,gut,genus,unclassified Bacilli RF39 CAG-611 CAG-611,Bacilli RF39 CAG-611 CAG-611,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
215,2,msp_0228,gut & oral,species,Proteus mirabilis,Proteus,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1334,2,msp_1588,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
699,2,msp_0752,gut,species,Ruminococcus sp. CAG:624 & UBA6407 & UBA4697,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1314,2,msp_1552,gut,species,Lachnospiraceae bacterium UBA2886 & RUG297,Agathobacter,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
348,2,msp_0368c,gut,species,Aeromonas veronii,Aeromonas,Aeromonadaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
768,2,msp_0823,gut,species,[Ruminococcus] sp. CAG:724,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
767,2,msp_0822,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1126,2,msp_1273,gut,genus,unclassified Rikenellaceae 2 RC9,Rikenellaceae 2 RC9,Rikenellaceae 2,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
501,2,msp_0532,gut,family,unclassified Opitutales CAG-312,unclassified Opitutales CAG-312,Opitutales CAG-312,Opitutales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,unknown
878,2,msp_0957,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1353,2,msp_1616,gut,family,unclassified Clostridiales 1i,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1295,2,msp_1525,gut,species,[Clostridium] hylemonae,Extibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
1355,2,msp_1618,gut,species,Alistipes megaguti,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
836,2,msp_0905c,gut,species,Treponema succinifaciens,Treponema,Treponemataceae,Treponematales,Spirochaetia,Spirochaetota,Bacteria,known
222,2,msp_0235,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
493,2,msp_0523,gut,genus,unclassified Alistipes,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1156,2,msp_1310,gut,genus,unclassified Lawsonibacter,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
854,2,msp_0927,gut,genus,unclassified_Erysipelatoclostridium,Erysipelatoclostridium,Erysipelatoclostridiaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
1125,2,msp_1272,gut,genus,unclassified Muribaculaceae CAG-485,Muribaculaceae CAG-485,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1250,2,msp_1452,gut,genus,unclassified Bacilli RF39 CAG-302 CAG-302,Bacilli RF39 CAG-302 CAG-302,Bacilli RF39 CAG-302,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1361,2,msp_1627,gut,genus,unclassified Gordonibacter,Gordonibacter,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1362,2,msp_1628,gut,species,[Lachnoclostridium] sp. An118,unclassified Lachnospiraceae J,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1363,2,msp_1629,gut,family,unclassified Monoglobaceae,unclassified Monoglobaceae,Monoglobaceae,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
1114,2,msp_1259c,gut,species,[Clostridiales] bacterium S5-A14a,unclassified Anaerovoracaceae,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
1372,2,msp_1644,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
360,2,msp_0382,gut,genus,unclassified Eisenbergiella,Eisenbergiella,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1110,2,msp_1254,gut,family,unclassified Clostridiales 1e,unclassified Clostridiales 1e,Clostridiales 1e,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1316,2,msp_1554c,gut,species,Kluyvera georgiana,Kluyvera,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
