,count,sample,catalogue,Taxo_level,species,genus,family,order,class,phylum,superkingdom,knowledge
1677,2,msp_2542,oral,species,Streptococcus downei,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1712,2,msp_2936,oral,species,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1710,2,msp_2922,oral,genus,unclassified Solobacterium,Solobacterium,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
84,2,msp_0088,gut,species,Butyricimonas sp. Marseille-P3923,Butyricimonas,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1702,2,msp_2892,oral,genus,unclassified Pauljensenia,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
1696,2,msp_2880,oral,species,Ralstonia pickettii,Ralstonia,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1692,2,msp_2844,oral,species,Cronobacter sakazakii,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
110,2,msp_0116,gut,family,unclassified Victivallales UBA1829,unclassified Victivallales UBA1829,Victivallales UBA1829,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
1673,2,msp_2504,oral,genus,unclassified Streptococcus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,unknown
1646,2,msp_2315,oral,species,Prevotella oris,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1671,2,msp_2495,oral,family,unclassified Saccharimonadaceae,unclassified Saccharimonadaceae,Saccharimonadaceae,Saccharimonadales,Saccharimonadia,Patescibacteria,Bacteria,unknown
1669,2,msp_2477,oral,species,Mogibacterium timidum,Mogibacterium,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,known
1662,2,msp_2424,oral,species,Lactiplantibacillus plantarum,Lactiplantibacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1653,2,msp_2371,oral,species,[Prevotella] sp. oral taxon 473,Prevotellamassilia,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1651,2,msp_2368,oral,genus,unclassified Parvimonas,Parvimonas,Helcococcaceae-Ezakiellaceae,Tissierellales,Clostridia,Firmicutes,Bacteria,unknown
134,2,msp_0140,gut,species,Klebsiella oxytoca,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
149,2,msp_0156,gut,genus,unclassified Parabacteroides,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1554,2,msp_1956,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1548,2,msp_1939,gut,genus,unclassified Frisingicoccus,Frisingicoccus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1405,2,msp_1669,gut,family,unclassified Oscillospirales 2,unclassified Oscillospirales 2,Oscillospirales 2,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1546,2,msp_1936,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
425,2,msp_0444,gut,genus,unclassified Ruminococcaceae CAG-115,Ruminococcaceae CAG-115,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1470,2,msp_1788,gut & oral,species,Lachnoanaerobaculum orale,Lachnoanaerobaculum,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
1469,2,msp_1782,gut & oral,species,Prevotella melaninogenica,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1467,2,msp_1778,gut,genus,unclassified Clostridium,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
451,2,msp_0472,gut,genus,unclassified Anaerovoracaceae CAG-145,Anaerovoracaceae CAG-145,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
1462,2,msp_1773,gut & oral,species,Limosilactobacillus oris,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1459,2,msp_1768,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1455,2,msp_1759,gut,genus,unclassified Muribaculaceae UBA7173,Muribaculaceae UBA7173,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1446,2,msp_1738,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1442,2,msp_1732,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
472,2,msp_0495,gut,genus,unclassified Paraprevotella,Paraprevotella,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1430,2,msp_1710,gut,family,unclassified Clostridiales 1i,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1424,2,msp_1699,gut,genus,unclassified Oscillospirales 4 UBA1777,Oscillospirales 4 UBA1777,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1423,2,msp_1698,gut,species,[Lachnoclostridium] sp. An14,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1421,2,msp_1696c,gut,species,Desulfovibrio desulfuricans 2,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota,Bacteria,unknown
1410,2,msp_1675,gut,family,unclassified Clostridiales 2e,unclassified Clostridiales 2e,Clostridiales 2e,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1407,2,msp_1672,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1476,2,msp_1821,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1477,2,msp_1822,gut,genus,unclassified Mitsuokella,Mitsuokella,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,unknown
1479,2,msp_1826,gut,family,unclassified Barnesiellaceae,unclassified Barnesiellaceae,Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1521,2,msp_1883,gut,species,Aeromonas caviae,Aeromonas,Aeromonadaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1538,2,msp_1916,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1537,2,msp_1915,gut,genus,unclassified Bacilli RF39 CAG-433 CAG-494,Bacilli RF39 CAG-433 CAG-494,Bacilli RF39 CAG-433,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1536,2,msp_1914,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1535,2,msp_1912,gut,genus,unclassified Agathobacter,Agathobacter,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1533,2,msp_1910,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
394,2,msp_0413,gut,genus,unclassified Phascolarctobacterium,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,unknown
1525,2,msp_1890,gut,family,unclassified Bacilli RFN20 CAG-826,unclassified Bacilli RFN20 CAG-826,Bacilli RFN20 CAG-826,Bacilli RFN20,Bacilli,Firmicutes,Bacteria,unknown
1516,2,msp_1874,gut,family,unclassified Oscillospirales 5,unclassified Oscillospirales 5,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1480,2,msp_1827,gut,genus,unclassified Rikenellaceae 2 CAG-831,Rikenellaceae 2 CAG-831,Rikenellaceae 2,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1513,2,msp_1870,gut,genus,unclassified Odoribacter,Odoribacter,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1508,2,msp_1863,gut,species,[Escherichia coli] CIM:MAG 560,Acutalibacteraceae 2,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1493,2,msp_1843,gut,genus,unclassified Bacteroides 2,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1488,2,msp_1837,gut,genus,unclassified Alistipes,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1486,2,msp_1834,gut,genus,unclassified Prevotellamassilia,Prevotellamassilia,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1485,2,msp_1833,gut,genus,unclassified Acutalibacteraceae 3 CAG-581,Acutalibacteraceae 3 CAG-581,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1484,2,msp_1831,gut,genus,unclassified Lachnospira,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1338,2,msp_1568,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
954,2,msp_1041,gut,genus,unclassified Blautia,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1036,2,msp_1146,gut,family,unclassified Clostridiales 1c,unclassified Clostridiales 1c,Clostridiales 1c,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
991,2,msp_1088,gut,species,[Sutterella] sp. UBA1442,Burkholderiaceae CAG-521,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
1026,2,msp_1133,gut,genus,unclassified Bacilli RF39 CAG-822 UBA5026,Bacilli RF39 CAG-822 UBA5026,Bacilli RF39 CAG-822,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1197,2,msp_1360,gut,genus,unclassified Coprobacter,Coprobacter,Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1037,2,msp_1147,gut,family,unclassified Clostridiales 1i,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1250,2,msp_1435,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
662,2,msp_0702,gut,family,unclassified Barnesiellaceae,unclassified Barnesiellaceae,Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1252,2,msp_1437,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
920,2,msp_1001,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1156,2,msp_1301,gut,genus,unclassified Bacilli RF39 CAG-822 UBA5026,Bacilli RF39 CAG-822 UBA5026,Bacilli RF39 CAG-822,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1128,2,msp_1266,gut,species,[Acidiphilium] sp. CAG:727,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
772,2,msp_0825,gut,species,Firmicutes bacterium CAG:791,unclassified Lachnospiraceae D,Lachnospiraceae D,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
863,2,msp_0934,gut,species,Bacteroides salanitronis,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
953,2,msp_1039,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
654,2,msp_0694,gut,genus,unclassified Parabacteroides,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1264,2,msp_1460,gut,species,Clostridia bacterium CIM:MAG 611,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
988,2,msp_1085,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
649,2,msp_0689,gut,species,[Clostridiales] bacterium UBA1701 / Clostridia bacterium CIM:MAG 26,Oscillospirales 4 UBA1777,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1274,2,msp_1471c,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
867,2,msp_0941,gut,family,unclassified Clostridiales 1b,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
741,2,msp_0789,gut,species,Prevotella sp. CAG:1185,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1280,2,msp_1478,gut,genus,unclassified Tyzzerella,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1200,2,msp_1363,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1139,2,msp_1277,gut,genus,unclassified Acidaminococcus,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,unknown
1117,2,msp_1255,gut,genus,unclassified Faecalibacterium,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
913,2,msp_0994,gut,species,Selenomonadaceae bacterium UBA2829,Mitsuokella,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,unknown
1014,2,msp_1118,gut,genus,unclassified Lachnospiraceae K CAG-56,Lachnospiraceae K CAG-56,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1211,2,msp_1380,gut,genus,unclassified Bacilli RF39 CAG-822 UBA5026,Bacilli RF39 CAG-822 UBA5026,Bacilli RF39 CAG-822,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1216,2,msp_1386,gut,genus,unclassified Acutalibacteraceae 2 CAG-528,Acutalibacteraceae 2 CAG-528,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1061,2,msp_1182,gut,species,Verrucomicrobia bacterium CIM:MAG 792_1,unclassified Opitutales CAG-312,Opitutales CAG-312,Opitutales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,unknown
1019,2,msp_1126,gut,species,Prevotella corporis,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
910,2,msp_0991,gut,genus,unclassified Rikenellaceae 2 RC9,Rikenellaceae 2 RC9,Rikenellaceae 2,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1145,2,msp_1286,gut,species,[Acidaminococcus] sp. CAG:917,unclassified Clostridiales 1c,Clostridiales 1c,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1220,2,msp_1393,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1221,2,msp_1397c,gut,species,Catabacter hongkongensis,Catabacter,Christensenellaceae,Christensenellales,Clostridia,Firmicutes,Bacteria,known
914,2,msp_0995,gut,genus,unclassified Oribacterium,Oribacterium,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1241,2,msp_1423,gut,genus,unclassified Acutalibacter,Acutalibacter,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1055,2,msp_1175,gut,family,unclassified Clostridiales 2f,unclassified Clostridiales 2f,Clostridiales 2f,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1225,2,msp_1401c,gut,genus,unclassified Olsenella,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
757,2,msp_0806,gut,family,unclassified Clostridiales 1d,unclassified Clostridiales 1d,Clostridiales 1d,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
674,2,msp_0714c,gut,species,[Selenomonas] bovis,Mitsuokella,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,known
671,2,msp_0711c,gut,species,Rikenella microfusus,Rikenella,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1230,2,msp_1409,gut,genus,unclassified Odoribacter,Odoribacter,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
835,2,msp_0900,gut,genus,unclassified Angelakisella,Angelakisella,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1235,2,msp_1417,gut,family,unclassified Bacilli RF39 CAG-822,unclassified Bacilli RF39 CAG-822,Bacilli RF39 CAG-822,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1068,2,msp_1194,gut,genus,unclassified Hungatella,Hungatella,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
643,2,msp_0682,gut,species,uncultured [Clostridiales] bacterium RUG798,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
705,2,msp_0750,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
822,2,msp_0886,gut,species,Firmicutes bacterium CAG:449,unclassified Bacilli RFN20 CAG-449,Bacilli RFN20 CAG-449,Bacilli RFN20,Bacilli,Firmicutes,Bacteria,unknown
1098,2,msp_1233,gut,genus,unclassified Bacilli RF39 CAG-1000 CAG-776,Bacilli RF39 CAG-1000 CAG-776,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1310,2,msp_1525,gut,species,[Clostridium] hylemonae,Extibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
626,2,msp_0664,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1312,2,msp_1528,gut,species,Olsenella sp. An188,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1313,2,msp_1529,gut,genus,unclassified Mediterraneibacter,Mediterraneibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1177,2,msp_1335,gut,species,[Anaeromassilibacillus] sp. An172,Acutalibacteraceae 3 An172,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1320,2,msp_1542,gut,family,unclassified Clostridiales 1c,unclassified Clostridiales 1c,Clostridiales 1c,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
966,2,msp_1055,gut,genus,unclassified Roseburia,Roseburia,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
604,2,msp_0640,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1175,2,msp_1331,gut,species,Hafnia paralvei,Hafnia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1039,2,msp_1150,gut,genus,unclassified Acutalibacteraceae 3 UBA737,Acutalibacteraceae 3 UBA737,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1085,2,msp_1215,gut,genus,unclassified Porphyromonas,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
943,2,msp_1025,gut,class,unclassified Lentisphaeria,unclassified Lentisphaeria,unclassified Lentisphaeria,unclassified Lentisphaeria,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
601,2,msp_0637,gut,species,Alistipes sp. Marseille-P2431,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1092,2,msp_1225,gut,family,unclassified Bacilli RFN20 CAG-826,unclassified Bacilli RFN20 CAG-826,Bacilli RFN20 CAG-826,Bacilli RFN20,Bacilli,Firmicutes,Bacteria,unknown
1091,2,msp_1222,gut & oral,species,Limosilactobacillus vaginalis,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
946,2,msp_1030,gut,family,unclassified Oscillospiraceae,unclassified Oscillospiraceae,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
589,2,msp_0625,gut,species,Firmicutes bacterium CAG:646,Fusicatenibacter,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
959,2,msp_1046,gut,species,Clostridium tertium,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
876,2,msp_0950c,gut,species,Sanguibacteroides justesenii == Gabonibacter massiliensis,Gabonibacter,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
825,2,msp_0890c,gut,species,Leuconostoc mesenteroides,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
735,2,msp_0783,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1097,2,msp_1232,gut,genus,unclassified Bacilli RF39 CAG-611 CAG-877,Bacilli RF39 CAG-611 CAG-877,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1060,2,msp_1181,gut,family,unclassified Clostridiales 2b,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
972,2,msp_1064,gut,genus,unclassified Dialisteraceae UBA1822,Dialisteraceae UBA1822,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
1296,2,msp_1501,gut,family,unclassified Anaerotignaceae CAG-274,Anaerotignaceae CAG-274,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1283,2,msp_1482,gut,genus,unclassified Bacteroides 2,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1112,2,msp_1249,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
639,2,msp_0678,gut,genus,unclassified Negativibacillus,Negativibacillus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1078,2,msp_1206,gut,family,unclassified Clostridiales 2h,unclassified Clostridiales 2h,Clostridiales 2h,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1111,2,msp_1248,gut,order,unclassified Monoglobales 2,unclassified Monoglobales 2,unclassified Monoglobales 2,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
1289,2,msp_1490,gut,species,[Roseburia] sp. CAG:309,Lachnospiraceae B EuB,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
980,2,msp_1075,gut,class,unclassified Kiritimatiellae,unclassified Kiritimatiellae,unclassified Kiritimatiellae,unclassified Kiritimatiellae,Kiritimatiellae,Verrucomicrobiota,Bacteria,unknown
1293,2,msp_1494c,gut,family,unclassified Clostridiales 1h,unclassified Clostridiales 1h,Clostridiales 1h,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
739,2,msp_0787,gut,family,unclassified Clostridiales 1e,unclassified Clostridiales 1e,Clostridiales 1e,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1033,2,msp_1141,gut,species,[Mycoplasma] sp. CAG:877,Bacilli RF39 CAG-611 CAG-877,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1106,2,msp_1242,gut,species,Muribaculaceae sp. 3,Muribaculaceae sp3,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1040,2,msp_1151,gut,genus,unclassified Succinivibrio,Succinivibrio,Succinivibrionaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
633,2,msp_0672,gut,family,unclassified Opitutales CAG-312,unclassified Opitutales CAG-312,Opitutales CAG-312,Opitutales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,unknown
978,2,msp_1071,gut,species,[Coprobacillus] sp. CAG:826,unclassified Bacilli RFN20 CAG-826,Bacilli RFN20 CAG-826,Bacilli RFN20,Bacilli,Firmicutes,Bacteria,unknown
877,2,msp_0951,gut,genus,unclassified Alistipes 2,Alistipes 2,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1179,2,msp_1338,gut,family,unclassified Clostridiales 2f,unclassified Clostridiales 2f,Clostridiales 2f,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1297,2,msp_1503c,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1101,2,msp_1237,gut & oral,species,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1166,2,msp_1314,gut,species,Catabacter sp. UBA773,unclassified Clostridiales 1c,Clostridiales 1c,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
855,1,msp_0926,gut,genus,unclassified Dialister,Dialister,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
845,1,msp_0911,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
864,1,msp_0937,gut,genus,unclassified Duodenibacillus,Duodenibacillus,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
846,1,msp_0912,gut,family,unclassified Oscillospirales 4,unclassified Oscillospirales 4,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1041,1,msp_1152,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
312,1,msp_0329,gut,species,Clostridium butyricum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
1605,1,msp_1034,gut & oral,species,Anaeroglobus geminatus,Anaeroglobus,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
1050,1,msp_1169c,gut,species,Sphaerochaeta sp. Phil3,unclassified Sphaerochaetaceae,Sphaerochaetaceae,Sphaerochaetales,Spirochaetia,Spirochaetota,Bacteria,unknown
299,1,msp_0316,gut,genus,unclassified Parabacteroides,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
315,1,msp_0332,gut,genus,unclassified Acetatifactor,Acetatifactor,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
